2024-12-02 17:34:53	5	1	syymw.net	1	abc_syymwcom_1	131004	1	关卡杀怪奖励	-	0	0	-	-
2024-12-02 17:34:53	3	1	syymw.net	1	abc_syymwcom_1	1000	120665207	关卡杀怪奖励	-	0	0	-	-
2024-12-02 17:34:55	3	1	syymw.net	1	abc_syymwcom_1	188	120665395	关卡杀怪奖励	-	0	0	-	-
2024-12-02 17:34:57	3	1	syymw.net	1	abc_syymwcom_1	188	120665583	关卡杀怪奖励	-	0	0	-	-
2024-12-02 17:35:00	3	1	syymw.net	1	abc_syymwcom_1	188	120665771	关卡杀怪奖励	-	0	0	-	-
2024-12-02 17:35:02	3	1	syymw.net	1	abc_syymwcom_1	188	120665959	关卡杀怪奖励	-	0	0	-	-
2024-12-02 17:35:08	17	1	syymw.net	1	abc_syymwcom_1	76	0	-	-	450161	0	-	-
2024-12-02 17:35:16	3	1	syymw.net	1	abc_syymwcom_1	188	120666147	city time	-	0	0	-	-
2024-12-02 17:35:18	3	1	syymw.net	1	abc_syymwcom_1	188	120666335	city time	-	0	0	-	-
2024-12-02 17:35:25	12	0	abc	0	-	1	0	-	-	0	0	-	-
2024-12-02 17:35:25	12	0	all	0	-	1	0	-	-	0	0	-	-
2024-12-02 17:35:26	3	1	syymw.net	1	abc_syymwcom_1	188	120666523	city time	-	0	0	-	-
2024-12-02 17:35:26	5	1	syymw.net	1	abc_syymwcom_1	161203	1	city time	-	0	0	-	-
2024-12-02 17:35:26	5	1	syymw.net	1	abc_syymwcom_1	162203	1	city time	-	0	0	-	-
2024-12-02 17:35:26	5	1	syymw.net	1	abc_syymwcom_1	163203	1	city time	-	0	0	-	-
2024-12-02 17:35:44	3	1	syymw.net	1	abc_syymwcom_1	376	120666899	关卡杀怪奖励	-	0	0	-	-
2024-12-02 17:35:49	3	1	syymw.net	1	abc_syymwcom_1	188	120667087	关卡杀怪奖励	-	0	0	-	-
2024-12-02 17:35:54	5	1	syymw.net	1	abc_syymwcom_1	172004	1	关卡杀怪奖励	-	0	0	-	-
2024-12-02 17:35:54	3	1	syymw.net	1	abc_syymwcom_1	1000	120668087	关卡杀怪奖励	-	0	0	-	-
2024-12-02 17:36:05	3	1	syymw.net	1	abc_syymwcom_1	376	120668463	关卡杀怪奖励	-	0	0	-	-
2024-12-02 17:36:09	17	1	syymw.net	1	abc_syymwcom_1	76	0	-	-	450161	0	-	-
2024-12-02 17:36:13	5	1	syymw.net	1	abc_syymwcom_1	171004	1	关卡杀怪奖励	-	0	0	-	-
2024-12-02 17:36:13	5	1	syymw.net	1	abc_syymwcom_1	121204	1	关卡杀怪奖励	-	0	0	-	-
2024-12-02 17:36:13	3	1	syymw.net	1	abc_syymwcom_1	1000	120669463	关卡杀怪奖励	-	0	0	-	-
2024-12-02 17:36:15	3	1	syymw.net	1	abc_syymwcom_1	376	120669839	关卡杀怪奖励	-	0	0	-	-
2024-12-02 17:36:25	12	0	abc	0	-	1	0	-	-	0	0	-	-
2024-12-02 17:36:25	12	0	all	0	-	1	0	-	-	0	0	-	-
2024-12-02 17:36:39	3	1	syymw.net	1	abc_syymwcom_1	188	120670027	关卡杀怪奖励	-	0	0	-	-
2024-12-02 17:36:43	3	1	syymw.net	1	abc_syymwcom_1	1000	120671027	关卡杀怪奖励	-	0	0	-	-
2024-12-02 17:36:54	5	1	syymw.net	1	abc_syymwcom_1	162004	1	关卡杀怪奖励	-	0	0	-	-
2024-12-02 17:36:54	3	1	syymw.net	1	abc_syymwcom_1	1000	120672027	关卡杀怪奖励	-	0	0	-	-
2024-12-02 17:36:56	3	1	syymw.net	1	abc_syymwcom_1	564	120672591	关卡杀怪奖励	-	0	0	-	-
2024-12-02 17:37:02	3	1	syymw.net	1	abc_syymwcom_1	188	120672779	关卡杀怪奖励	-	0	0	-	-
2024-12-02 17:37:08	17	1	syymw.net	1	abc_syymwcom_1	76	0	-	-	450161	0	-	-
2024-12-02 17:37:17	3	1	syymw.net	1	abc_syymwcom_1	376	120673155	关卡杀怪奖励	-	0	0	-	-
2024-12-02 17:37:21	3	1	syymw.net	1	abc_syymwcom_1	188	120673343	关卡杀怪奖励	-	0	0	-	-
